SWMM5 LID Report File

Project:  Example 6 
LID Unit: asd in Subcatchment S5

                    	  Elapsed	    Total	    Total	  Surface	 Pavement	     Soil	  Storage	  Surface	    Drain	  Surface	 Pavement	     Soil	  Storage
                    	     Time	   Inflow	     Evap	    Infil	     Perc	     Perc	    Exfil	   Runoff	  OutFlow	    Level	    Level	 Moisture	    Level
Date        Time    	    Hours	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	   inches	   inches	  Content	   inches
----------- --------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------
 01/01/3007 00:01:00	    0.017	    1.000	   0.0000	    1.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.101	    0.000
 01/01/3007 00:02:00	    0.033	    1.000	   0.0000	    1.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.103	    0.000
 01/01/3007 00:03:00	    0.050	    1.000	   0.0000	    1.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.104	    0.000
 01/01/3007 00:04:00	    0.067	    1.000	   0.0000	    1.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.106	    0.000
 01/01/3007 00:05:00	    0.083	    1.000	   0.0000	    1.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.107	    0.000
 01/01/3007 00:06:00	    0.100	    1.140	   0.0000	    1.140	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.109	    0.000
 01/01/3007 00:07:00	    0.117	    1.140	   0.0000	    1.140	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.110	    0.000
 01/01/3007 00:08:00	    0.133	    1.140	   0.0000	    1.140	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.112	    0.000
 01/01/3007 00:09:00	    0.150	    1.140	   0.0000	    1.140	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.113	    0.000
 01/01/3007 00:10:00	    0.167	    1.140	   0.0000	    1.140	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.115	    0.000
 01/01/3007 00:11:00	    0.183	    1.330	   0.0000	    1.330	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.117	    0.000
 01/01/3007 00:12:00	    0.200	    1.330	   0.0000	    1.330	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.119	    0.000
 01/01/3007 00:13:00	    0.217	    1.330	   0.0000	    1.330	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.120	    0.000
 01/01/3007 00:14:00	    0.233	    1.330	   0.0000	    1.330	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.122	    0.000
 01/01/3007 00:15:00	    0.250	    1.330	   0.0000	    1.330	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.124	    0.000
 01/01/3007 00:16:00	    0.267	    2.230	   0.0000	    2.230	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.127	    0.000
 01/01/3007 00:17:00	    0.283	    2.230	   0.0000	    2.230	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.130	    0.000
 01/01/3007 00:18:00	    0.300	    2.230	   0.0000	    2.230	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.133	    0.000
 01/01/3007 00:19:00	    0.317	    2.230	   0.0000	    2.171	    0.000	    0.000	    0.000	   0.059	    0.000	    0.000	    0.000	    0.136	    0.000
 01/01/3007 00:20:00	    0.333	    2.230	   0.0000	    2.043	    0.000	    0.000	    0.000	   0.187	    0.000	    0.000	    0.000	    0.139	    0.000
 01/01/3007 00:21:00	    0.350	    2.840	   0.0000	    1.937	    0.000	    0.000	    0.000	   0.903	    0.000	    0.000	    0.000	    0.142	    0.000
 01/01/3007 00:22:00	    0.367	    2.840	   0.0000	    1.850	    0.000	    0.000	    0.000	   0.990	    0.000	    0.000	    0.000	    0.145	    0.000
 01/01/3007 00:23:00	    0.383	    2.840	   0.0000	    1.776	    0.000	    0.000	    0.000	   1.064	    0.000	    0.000	    0.000	    0.147	    0.000
 01/01/3007 00:24:00	    0.400	    2.840	   0.0000	    1.711	    0.000	    0.000	    0.000	   1.129	    0.000	    0.000	    0.000	    0.149	    0.000
 01/01/3007 00:25:00	    0.417	    2.840	   0.0000	    1.655	    0.000	    0.000	    0.000	   1.185	    0.000	    0.000	    0.000	    0.152	    0.000
 01/01/3007 00:26:00	    0.433	    5.490	   0.0000	    1.606	    0.000	    0.000	    0.000	   3.884	    0.000	    0.000	    0.000	    0.154	    0.000
 01/01/3007 00:27:00	    0.450	    5.490	   0.0000	    1.561	    0.000	    0.000	    0.000	   3.929	    0.000	    0.000	    0.000	    0.156	    0.000
 01/01/3007 00:28:00	    0.467	    5.490	   0.0000	    1.522	    0.000	    0.000	    0.000	   3.968	    0.000	    0.000	    0.000	    0.158	    0.000
 01/01/3007 00:29:00	    0.483	    5.490	   0.0000	    1.486	    0.000	    0.000	    0.000	   4.004	    0.000	    0.000	    0.000	    0.160	    0.000
 01/01/3007 00:30:00	    0.500	    5.490	   0.0000	    1.453	    0.000	    0.000	    0.000	   4.037	    0.000	    0.000	    0.000	    0.162	    0.000
 01/01/3007 00:31:00	    0.517	    9.950	   0.0000	    1.423	    0.000	    0.000	    0.000	   8.527	    0.000	    0.000	    0.000	    0.164	    0.000
 01/01/3007 00:32:00	    0.533	    9.950	   0.0000	    1.395	    0.000	    0.000	    0.000	   8.555	    0.000	    0.000	    0.000	    0.166	    0.000
 01/01/3007 00:33:00	    0.550	    9.950	   0.0000	    1.369	    0.000	    0.000	    0.000	   8.581	    0.000	    0.000	    0.000	    0.168	    0.000
 01/01/3007 00:34:00	    0.567	    9.950	   0.0000	    1.346	    0.000	    0.000	    0.000	   8.604	    0.000	    0.000	    0.000	    0.170	    0.000
 01/01/3007 00:35:00	    0.583	    9.950	   0.0000	    1.323	    0.000	    0.000	    0.000	   8.627	    0.000	    0.000	    0.000	    0.172	    0.000
 01/01/3007 00:36:00	    0.600	    4.120	   0.0000	    1.303	    0.000	    0.000	    0.000	   2.817	    0.000	    0.000	    0.000	    0.174	    0.000
 01/01/3007 00:37:00	    0.617	    4.120	   0.0000	    1.283	    0.000	    0.000	    0.000	   2.837	    0.000	    0.000	    0.000	    0.175	    0.000
 01/01/3007 00:38:00	    0.633	    4.120	   0.0000	    1.265	    0.000	    0.000	    0.000	   2.855	    0.000	    0.000	    0.000	    0.177	    0.000
 01/01/3007 00:39:00	    0.650	    4.120	   0.0000	    1.248	    0.000	    0.000	    0.000	   2.872	    0.000	    0.000	    0.000	    0.179	    0.000
 01/01/3007 00:40:00	    0.667	    4.120	   0.0000	    1.232	    0.000	    0.000	    0.000	   2.888	    0.000	    0.000	    0.000	    0.181	    0.000
 01/01/3007 00:41:00	    0.683	    2.480	   0.0000	    1.217	    0.000	    0.000	    0.000	   1.263	    0.000	    0.000	    0.000	    0.182	    0.000
 01/01/3007 00:42:00	    0.700	    2.480	   0.0000	    1.209	    0.000	    0.000	    0.000	   1.271	    0.000	    0.000	    0.000	    0.184	    0.000
 01/01/3007 00:43:00	    0.717	    2.480	   0.0000	    1.195	    0.000	    0.000	    0.000	   1.285	    0.000	    0.000	    0.000	    0.186	    0.000
 01/01/3007 00:44:00	    0.733	    2.480	   0.0000	    1.182	    0.000	    0.000	    0.000	   1.298	    0.000	    0.000	    0.000	    0.187	    0.000
 01/01/3007 00:45:00	    0.750	    2.480	   0.0000	    1.169	    0.000	    0.000	    0.000	   1.311	    0.000	    0.000	    0.000	    0.189	    0.000
 01/01/3007 00:46:00	    0.767	    1.460	   0.0000	    1.157	    0.000	    0.000	    0.000	   0.303	    0.000	    0.000	    0.000	    0.190	    0.000
 01/01/3007 00:47:00	    0.783	    1.460	   0.0000	    1.145	    0.000	    0.000	    0.000	   0.315	    0.000	    0.000	    0.000	    0.192	    0.000
 01/01/3007 00:48:00	    0.800	    1.460	   0.0000	    1.134	    0.000	    0.000	    0.000	   0.326	    0.000	    0.000	    0.000	    0.194	    0.000
 01/01/3007 00:49:00	    0.817	    1.460	   0.0000	    1.123	    0.000	    0.000	    0.000	   0.337	    0.000	    0.000	    0.000	    0.195	    0.000
 01/01/3007 00:50:00	    0.833	    1.460	   0.0000	    1.113	    0.000	    0.000	    0.000	   0.347	    0.000	    0.000	    0.000	    0.197	    0.000
 01/01/3007 00:51:00	    0.850	    1.220	   0.0000	    1.103	    0.000	    0.000	    0.000	   0.117	    0.000	    0.000	    0.000	    0.198	    0.000
 01/01/3007 00:52:00	    0.867	    1.220	   0.0000	    1.094	    0.000	    0.000	    0.000	   0.126	    0.000	    0.000	    0.000	    0.200	    0.000
 01/01/3007 00:53:00	    0.883	    1.220	   0.0000	    1.085	    0.000	    0.000	    0.000	   0.135	    0.000	    0.000	    0.000	    0.201	    0.000
 01/01/3007 00:54:00	    0.900	    1.220	   0.0000	    1.076	    0.000	    0.025	    0.025	   0.144	    0.000	    0.000	    0.000	    0.203	    0.000
 01/01/3007 00:55:00	    0.917	    1.220	   0.0000	    1.068	    0.000	    0.026	    0.026	   0.152	    0.000	    0.000	    0.000	    0.204	    0.000
 01/01/3007 00:56:00	    0.933	    1.060	   0.0000	    1.060	    0.000	    0.026	    0.026	   0.000	    0.000	    0.000	    0.000	    0.206	    0.000
 01/01/3007 00:57:00	    0.950	    1.060	   0.0000	    1.052	    0.000	    0.026	    0.026	   0.008	    0.000	    0.000	    0.000	    0.207	    0.000
 01/01/3007 00:58:00	    0.967	    1.060	   0.0000	    1.044	    0.000	    0.027	    0.027	   0.016	    0.000	    0.000	    0.000	    0.208	    0.000
 01/01/3007 00:59:00	    0.983	    1.060	   0.0000	    1.037	    0.000	    0.027	    0.027	   0.023	    0.000	    0.000	    0.000	    0.210	    0.000
 01/01/3007 01:00:00	    1.000	    1.060	   0.0000	    1.030	    0.000	    0.027	    0.027	   0.030	    0.000	    0.000	    0.000	    0.211	    0.000
 01/01/3007 01:01:00	    1.017	    1.000	   0.0000	    1.000	    0.000	    0.028	    0.028	   0.000	    0.000	    0.000	    0.000	    0.213	    0.000
 01/01/3007 01:02:00	    1.033	    1.000	   0.0000	    1.000	    0.000	    0.028	    0.028	   0.000	    0.000	    0.000	    0.000	    0.214	    0.000
 01/01/3007 01:03:00	    1.050	    1.000	   0.0000	    1.000	    0.000	    0.029	    0.029	   0.000	    0.000	    0.000	    0.000	    0.215	    0.000
 01/01/3007 01:04:00	    1.067	    1.000	   0.0000	    1.000	    0.000	    0.029	    0.029	   0.000	    0.000	    0.000	    0.000	    0.217	    0.000
 01/01/3007 01:05:00	    1.083	    1.000	   0.0000	    0.998	    0.000	    0.029	    0.029	   0.002	    0.000	    0.000	    0.000	    0.218	    0.000
 01/01/3007 01:06:00	    1.100	    0.950	   0.0000	    0.950	    0.000	    0.030	    0.030	   0.000	    0.000	    0.000	    0.000	    0.219	    0.000
 01/01/3007 01:07:00	    1.117	    0.950	   0.0000	    0.950	    0.000	    0.030	    0.030	   0.000	    0.000	    0.000	    0.000	    0.221	    0.000
 01/01/3007 01:08:00	    1.133	    0.950	   0.0000	    0.950	    0.000	    0.031	    0.031	   0.000	    0.000	    0.000	    0.000	    0.222	    0.000
 01/01/3007 01:09:00	    1.150	    0.950	   0.0000	    0.950	    0.000	    0.031	    0.031	   0.000	    0.000	    0.000	    0.000	    0.223	    0.000
 01/01/3007 01:10:00	    1.167	    0.950	   0.0000	    0.950	    0.000	    0.031	    0.031	   0.000	    0.000	    0.000	    0.000	    0.224	    0.000
 01/01/3007 01:11:00	    1.183	    0.910	   0.0000	    0.910	    0.000	    0.032	    0.032	   0.000	    0.000	    0.000	    0.000	    0.226	    0.000
 01/01/3007 01:12:00	    1.200	    0.910	   0.0000	    0.910	    0.000	    0.032	    0.032	   0.000	    0.000	    0.000	    0.000	    0.227	    0.000
 01/01/3007 01:13:00	    1.217	    0.910	   0.0000	    0.910	    0.000	    0.033	    0.033	   0.000	    0.000	    0.000	    0.000	    0.228	    0.000
 01/01/3007 01:14:00	    1.233	    0.910	   0.0000	    0.910	    0.000	    0.033	    0.033	   0.000	    0.000	    0.000	    0.000	    0.229	    0.000
 01/01/3007 01:15:00	    1.250	    0.910	   0.0000	    0.910	    0.000	    0.033	    0.033	   0.000	    0.000	    0.000	    0.000	    0.230	    0.000
 01/01/3007 01:16:00	    1.267	    0.870	   0.0000	    0.870	    0.000	    0.034	    0.034	   0.000	    0.000	    0.000	    0.000	    0.232	    0.000
 01/01/3007 01:17:00	    1.283	    0.870	   0.0000	    0.870	    0.000	    0.034	    0.034	   0.000	    0.000	    0.000	    0.000	    0.233	    0.000
 01/01/3007 01:18:00	    1.300	    0.870	   0.0000	    0.870	    0.000	    0.035	    0.035	   0.000	    0.000	    0.000	    0.000	    0.234	    0.000
 01/01/3007 01:19:00	    1.317	    0.870	   0.0000	    0.870	    0.000	    0.035	    0.035	   0.000	    0.000	    0.000	    0.000	    0.235	    0.000
 01/01/3007 01:20:00	    1.333	    0.870	   0.0000	    0.870	    0.000	    0.035	    0.035	   0.000	    0.000	    0.000	    0.000	    0.236	    0.000
 01/01/3007 01:21:00	    1.350	    0.840	   0.0000	    0.840	    0.000	    0.036	    0.036	   0.000	    0.000	    0.000	    0.000	    0.237	    0.000
 01/01/3007 01:22:00	    1.367	    0.840	   0.0000	    0.840	    0.000	    0.036	    0.036	   0.000	    0.000	    0.000	    0.000	    0.239	    0.000
 01/01/3007 01:23:00	    1.383	    0.840	   0.0000	    0.840	    0.000	    0.037	    0.037	   0.000	    0.000	    0.000	    0.000	    0.240	    0.000
 01/01/3007 01:24:00	    1.400	    0.840	   0.0000	    0.840	    0.000	    0.037	    0.037	   0.000	    0.000	    0.000	    0.000	    0.241	    0.000
 01/01/3007 01:25:00	    1.417	    0.840	   0.0000	    0.840	    0.000	    0.037	    0.037	   0.000	    0.000	    0.000	    0.000	    0.242	    0.000
 01/01/3007 01:26:00	    1.433	    0.810	   0.0000	    0.810	    0.000	    0.038	    0.038	   0.000	    0.000	    0.000	    0.000	    0.243	    0.000
 01/01/3007 01:27:00	    1.450	    0.810	   0.0000	    0.810	    0.000	    0.038	    0.038	   0.000	    0.000	    0.000	    0.000	    0.244	    0.000
 01/01/3007 01:28:00	    1.467	    0.810	   0.0000	    0.810	    0.000	    0.039	    0.039	   0.000	    0.000	    0.000	    0.000	    0.245	    0.000
 01/01/3007 01:29:00	    1.483	    0.810	   0.0000	    0.810	    0.000	    0.039	    0.039	   0.000	    0.000	    0.000	    0.000	    0.246	    0.000
 01/01/3007 01:30:00	    1.500	    0.810	   0.0000	    0.810	    0.000	    0.039	    0.039	   0.000	    0.000	    0.000	    0.000	    0.247	    0.000
 01/01/3007 01:31:00	    1.517	    0.780	   0.0000	    0.780	    0.000	    0.040	    0.040	   0.000	    0.000	    0.000	    0.000	    0.248	    0.000
 01/01/3007 01:32:00	    1.533	    0.780	   0.0000	    0.780	    0.000	    0.040	    0.040	   0.000	    0.000	    0.000	    0.000	    0.249	    0.000
 01/01/3007 01:33:00	    1.550	    0.780	   0.0000	    0.780	    0.000	    0.041	    0.041	   0.000	    0.000	    0.000	    0.000	    0.250	    0.000
 01/01/3007 01:34:00	    1.567	    0.780	   0.0000	    0.780	    0.000	    0.041	    0.041	   0.000	    0.000	    0.000	    0.000	    0.251	    0.000
 01/01/3007 01:35:00	    1.583	    0.780	   0.0000	    0.780	    0.000	    0.042	    0.042	   0.000	    0.000	    0.000	    0.000	    0.252	    0.000
 01/01/3007 01:36:00	    1.600	    0.750	   0.0000	    0.750	    0.000	    0.042	    0.042	   0.000	    0.000	    0.000	    0.000	    0.253	    0.000
 01/01/3007 01:37:00	    1.617	    0.750	   0.0000	    0.750	    0.000	    0.042	    0.042	   0.000	    0.000	    0.000	    0.000	    0.254	    0.000
 01/01/3007 01:38:00	    1.633	    0.750	   0.0000	    0.750	    0.000	    0.043	    0.043	   0.000	    0.000	    0.000	    0.000	    0.255	    0.000
 01/01/3007 01:39:00	    1.650	    0.750	   0.0000	    0.750	    0.000	    0.043	    0.043	   0.000	    0.000	    0.000	    0.000	    0.256	    0.000
 01/01/3007 01:40:00	    1.667	    0.750	   0.0000	    0.750	    0.000	    0.044	    0.044	   0.000	    0.000	    0.000	    0.000	    0.257	    0.000
 01/01/3007 01:41:00	    1.683	    0.730	   0.0000	    0.730	    0.000	    0.044	    0.044	   0.000	    0.000	    0.000	    0.000	    0.258	    0.000
 01/01/3007 01:42:00	    1.700	    0.730	   0.0000	    0.730	    0.000	    0.045	    0.045	   0.000	    0.000	    0.000	    0.000	    0.259	    0.000
 01/01/3007 01:43:00	    1.717	    0.730	   0.0000	    0.730	    0.000	    0.045	    0.045	   0.000	    0.000	    0.000	    0.000	    0.260	    0.000
 01/01/3007 01:44:00	    1.733	    0.730	   0.0000	    0.730	    0.000	    0.045	    0.045	   0.000	    0.000	    0.000	    0.000	    0.261	    0.000
 01/01/3007 01:45:00	    1.750	    0.730	   0.0000	    0.730	    0.000	    0.046	    0.046	   0.000	    0.000	    0.000	    0.000	    0.262	    0.000
 01/01/3007 01:46:00	    1.767	    0.710	   0.0000	    0.710	    0.000	    0.046	    0.046	   0.000	    0.000	    0.000	    0.000	    0.263	    0.000
 01/01/3007 01:47:00	    1.783	    0.710	   0.0000	    0.710	    0.000	    0.047	    0.047	   0.000	    0.000	    0.000	    0.000	    0.264	    0.000
 01/01/3007 01:48:00	    1.800	    0.710	   0.0000	    0.710	    0.000	    0.047	    0.047	   0.000	    0.000	    0.000	    0.000	    0.265	    0.000
 01/01/3007 01:49:00	    1.817	    0.710	   0.0000	    0.710	    0.000	    0.048	    0.048	   0.000	    0.000	    0.000	    0.000	    0.266	    0.000
 01/01/3007 01:50:00	    1.833	    0.710	   0.0000	    0.710	    0.000	    0.048	    0.048	   0.000	    0.000	    0.000	    0.000	    0.267	    0.000
 01/01/3007 01:51:00	    1.850	    0.690	   0.0000	    0.690	    0.000	    0.048	    0.048	   0.000	    0.000	    0.000	    0.000	    0.268	    0.000
 01/01/3007 01:52:00	    1.867	    0.690	   0.0000	    0.690	    0.000	    0.049	    0.049	   0.000	    0.000	    0.000	    0.000	    0.268	    0.000
 01/01/3007 01:53:00	    1.883	    0.690	   0.0000	    0.690	    0.000	    0.049	    0.049	   0.000	    0.000	    0.000	    0.000	    0.269	    0.000
 01/01/3007 01:54:00	    1.900	    0.690	   0.0000	    0.690	    0.000	    0.050	    0.050	   0.000	    0.000	    0.000	    0.000	    0.270	    0.000
 01/01/3007 01:55:00	    1.917	    0.690	   0.0000	    0.690	    0.000	    0.050	    0.050	   0.000	    0.000	    0.000	    0.000	    0.271	    0.000
 01/01/3007 01:56:00	    1.933	    0.670	   0.0000	    0.670	    0.000	    0.051	    0.051	   0.000	    0.000	    0.000	    0.000	    0.272	    0.000
 01/01/3007 01:57:00	    1.950	    0.670	   0.0000	    0.670	    0.000	    0.051	    0.051	   0.000	    0.000	    0.000	    0.000	    0.273	    0.000
 01/01/3007 01:58:00	    1.967	    0.670	   0.0000	    0.670	    0.000	    0.052	    0.052	   0.000	    0.000	    0.000	    0.000	    0.274	    0.000
 01/01/3007 01:59:00	    1.983	    0.670	   0.0000	    0.670	    0.000	    0.052	    0.052	   0.000	    0.000	    0.000	    0.000	    0.275	    0.000
 01/01/3007 02:00:00	    2.000	    0.670	   0.0000	    0.670	    0.000	    0.052	    0.052	   0.000	    0.000	    0.000	    0.000	    0.275	    0.000
 01/01/3007 02:01:00	    2.017	    0.000	   0.5000	    0.000	    0.000	    0.053	    0.053	   0.000	    0.000	    0.000	    0.000	    0.275	    0.000
 01/01/3007 02:02:00	    2.033	    0.000	   0.5000	    0.000	    0.000	    0.052	    0.052	   0.000	    0.000	    0.000	    0.000	    0.274	    0.000
 01/01/3007 02:03:00	    2.050	    0.000	   0.5000	    0.000	    0.000	    0.052	    0.052	   0.000	    0.000	    0.000	    0.000	    0.273	    0.000
 01/01/3007 02:04:00	    2.067	    0.000	   0.5000	    0.000	    0.000	    0.052	    0.052	   0.000	    0.000	    0.000	    0.000	    0.272	    0.000
 01/01/3007 02:05:00	    2.083	    0.000	   0.5000	    0.000	    0.000	    0.051	    0.051	   0.000	    0.000	    0.000	    0.000	    0.272	    0.000
 01/01/3007 02:06:00	    2.100	    0.000	   0.5000	    0.000	    0.000	    0.051	    0.051	   0.000	    0.000	    0.000	    0.000	    0.271	    0.000
 01/01/3007 02:07:00	    2.117	    0.000	   0.5000	    0.000	    0.000	    0.051	    0.051	   0.000	    0.000	    0.000	    0.000	    0.270	    0.000
 01/01/3007 02:08:00	    2.133	    0.000	   0.5000	    0.000	    0.000	    0.050	    0.050	   0.000	    0.000	    0.000	    0.000	    0.269	    0.000
 01/01/3007 02:09:00	    2.150	    0.000	   0.5000	    0.000	    0.000	    0.050	    0.050	   0.000	    0.000	    0.000	    0.000	    0.268	    0.000
 01/01/3007 02:10:00	    2.167	    0.000	   0.5000	    0.000	    0.000	    0.049	    0.049	   0.000	    0.000	    0.000	    0.000	    0.268	    0.000
 01/01/3007 02:11:00	    2.183	    0.000	   0.5000	    0.000	    0.000	    0.049	    0.049	   0.000	    0.000	    0.000	    0.000	    0.267	    0.000
 01/01/3007 02:12:00	    2.200	    0.000	   0.5000	    0.000	    0.000	    0.049	    0.049	   0.000	    0.000	    0.000	    0.000	    0.266	    0.000
 01/01/3007 02:13:00	    2.217	    0.000	   0.5000	    0.000	    0.000	    0.048	    0.048	   0.000	    0.000	    0.000	    0.000	    0.265	    0.000
 01/01/3007 02:14:00	    2.233	    0.000	   0.5000	    0.000	    0.000	    0.048	    0.048	   0.000	    0.000	    0.000	    0.000	    0.265	    0.000
 01/01/3007 02:15:00	    2.250	    0.000	   0.5000	    0.000	    0.000	    0.048	    0.048	   0.000	    0.000	    0.000	    0.000	    0.264	    0.000
 01/01/3007 02:16:00	    2.267	    0.000	   0.5000	    0.000	    0.000	    0.047	    0.047	   0.000	    0.000	    0.000	    0.000	    0.263	    0.000
 01/01/3007 02:17:00	    2.283	    0.000	   0.5000	    0.000	    0.000	    0.047	    0.047	   0.000	    0.000	    0.000	    0.000	    0.262	    0.000
 01/01/3007 02:18:00	    2.300	    0.000	   0.5000	    0.000	    0.000	    0.046	    0.046	   0.000	    0.000	    0.000	    0.000	    0.262	    0.000
 01/01/3007 02:19:00	    2.317	    0.000	   0.5000	    0.000	    0.000	    0.046	    0.046	   0.000	    0.000	    0.000	    0.000	    0.261	    0.000
 01/01/3007 02:20:00	    2.333	    0.000	   0.5000	    0.000	    0.000	    0.046	    0.046	   0.000	    0.000	    0.000	    0.000	    0.260	    0.000
 01/01/3007 02:21:00	    2.350	    0.000	   0.5000	    0.000	    0.000	    0.045	    0.045	   0.000	    0.000	    0.000	    0.000	    0.259	    0.000
 01/01/3007 02:22:00	    2.367	    0.000	   0.5000	    0.000	    0.000	    0.045	    0.045	   0.000	    0.000	    0.000	    0.000	    0.259	    0.000
 01/01/3007 02:23:00	    2.383	    0.000	   0.5000	    0.000	    0.000	    0.045	    0.045	   0.000	    0.000	    0.000	    0.000	    0.258	    0.000
 01/01/3007 02:24:00	    2.400	    0.000	   0.5000	    0.000	    0.000	    0.044	    0.044	   0.000	    0.000	    0.000	    0.000	    0.257	    0.000
 01/01/3007 02:25:00	    2.417	    0.000	   0.5000	    0.000	    0.000	    0.044	    0.044	   0.000	    0.000	    0.000	    0.000	    0.256	    0.000
 01/01/3007 02:26:00	    2.433	    0.000	   0.5000	    0.000	    0.000	    0.044	    0.044	   0.000	    0.000	    0.000	    0.000	    0.256	    0.000
 01/01/3007 02:27:00	    2.450	    0.000	   0.5000	    0.000	    0.000	    0.043	    0.043	   0.000	    0.000	    0.000	    0.000	    0.255	    0.000
 01/01/3007 02:28:00	    2.467	    0.000	   0.5000	    0.000	    0.000	    0.043	    0.043	   0.000	    0.000	    0.000	    0.000	    0.254	    0.000
 01/01/3007 02:29:00	    2.483	    0.000	   0.5000	    0.000	    0.000	    0.043	    0.043	   0.000	    0.000	    0.000	    0.000	    0.253	    0.000
 01/01/3007 02:30:00	    2.500	    0.000	   0.5000	    0.000	    0.000	    0.042	    0.042	   0.000	    0.000	    0.000	    0.000	    0.253	    0.000
 01/01/3007 02:31:00	    2.517	    0.000	   0.5000	    0.000	    0.000	    0.042	    0.042	   0.000	    0.000	    0.000	    0.000	    0.252	    0.000
 01/01/3007 02:32:00	    2.533	    0.000	   0.5000	    0.000	    0.000	    0.042	    0.042	   0.000	    0.000	    0.000	    0.000	    0.251	    0.000
 01/01/3007 02:33:00	    2.550	    0.000	   0.5000	    0.000	    0.000	    0.041	    0.041	   0.000	    0.000	    0.000	    0.000	    0.250	    0.000
 01/01/3007 02:34:00	    2.567	    0.000	   0.5000	    0.000	    0.000	    0.041	    0.041	   0.000	    0.000	    0.000	    0.000	    0.250	    0.000
 01/01/3007 02:35:00	    2.583	    0.000	   0.5000	    0.000	    0.000	    0.041	    0.041	   0.000	    0.000	    0.000	    0.000	    0.249	    0.000
 01/01/3007 02:36:00	    2.600	    0.000	   0.5000	    0.000	    0.000	    0.041	    0.041	   0.000	    0.000	    0.000	    0.000	    0.248	    0.000
 01/01/3007 02:37:00	    2.617	    0.000	   0.5000	    0.000	    0.000	    0.040	    0.040	   0.000	    0.000	    0.000	    0.000	    0.247	    0.000
 01/01/3007 02:38:00	    2.633	    0.000	   0.5000	    0.000	    0.000	    0.040	    0.040	   0.000	    0.000	    0.000	    0.000	    0.247	    0.000
 01/01/3007 02:39:00	    2.650	    0.000	   0.5000	    0.000	    0.000	    0.040	    0.040	   0.000	    0.000	    0.000	    0.000	    0.246	    0.000
 01/01/3007 02:40:00	    2.667	    0.000	   0.5000	    0.000	    0.000	    0.039	    0.039	   0.000	    0.000	    0.000	    0.000	    0.245	    0.000
 01/01/3007 02:41:00	    2.683	    0.000	   0.5000	    0.000	    0.000	    0.039	    0.039	   0.000	    0.000	    0.000	    0.000	    0.244	    0.000
 01/01/3007 02:42:00	    2.700	    0.000	   0.5000	    0.000	    0.000	    0.039	    0.039	   0.000	    0.000	    0.000	    0.000	    0.244	    0.000
 01/01/3007 02:43:00	    2.717	    0.000	   0.5000	    0.000	    0.000	    0.038	    0.038	   0.000	    0.000	    0.000	    0.000	    0.243	    0.000
 01/01/3007 02:44:00	    2.733	    0.000	   0.5000	    0.000	    0.000	    0.038	    0.038	   0.000	    0.000	    0.000	    0.000	    0.242	    0.000
 01/01/3007 02:45:00	    2.750	    0.000	   0.5000	    0.000	    0.000	    0.038	    0.038	   0.000	    0.000	    0.000	    0.000	    0.241	    0.000
